cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code,time_series_code
12S,Beverage and Tobacco Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,12S_TI_US_adj
12A,Beverage Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,12A_TI_US_adj
12B,Tobacco Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,12B_TI_US_adj
13S,Textile Mills,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,13S_TI_US_adj
14S,Textile Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,14S_TI_US_adj
15S,Apparel,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,15S_TI_US_adj
16S,Leather and Allied Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,16S_TI_US_adj
22S,Paper Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,22S_TI_US_adj
22A,"Pulp, Paper, and Paperboard Mills",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,22A_TI_US_adj
22B,Paperboard Container Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,22B_TI_US_adj
23S,Printing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,23S_TI_US_adj
24S,Petroleum and Coal Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,24S_TI_US_adj
24A,Petroleum Refineries,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,24A_TI_US_adj
25S,Chemical Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,25S_TI_US_adj
25A,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,25A_TI_US_adj
25B,Pharmaceutical and Medicine Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,25B_TI_US_adj
25C,"Paint, Coating, and Adhesive, Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,25C_TI_US_adj
26S,Plastics and Rubber Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,26S_TI_US_adj
CMS,Construction Materials and Supplies,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,CMS_TI_US_adj
ITI,Information Technology Industries,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,ITI_TI_US_adj
CRP,Computers and Related Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,CRP_TI_US_adj
MVP,Motor Vehicles and Parts,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,MVP_TI_US_adj
TCG,Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,TCG_TI_US_adj
NDE,Nondefense Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,NDE_TI_US_adj
NXA,Nondefense Capital Goods Excluding Aircraft,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,NXA_TI_US_adj
DEF,Defense Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,DEF_TI_US_adj
COG,Consumer Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,COG_TI_US_adj
CDG,Consumer Durable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,CDG_TI_US_adj
CNG,Consumer Nondurable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,CNG_TI_US_adj
DXT,Durable Goods Excluding Transportation,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,DXT_TI_US_adj
DXD,Durable Goods Excluding Defense,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,DXD_TI_US_adj
34X,Communication Equipment,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,34X_TI_US_adj
ODG,Other Durable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",TI,ODG_TI_US_adj
MTM,Total Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MTM_TI_US
MXT,Manufacturing Excluding Transportation,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MXT_TI_US
MXD,Manufacturing Excluding Defense,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MXD_TI_US
MTU,Manufacturing with Unfilled Orders,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MTU_TI_US
MDM,Durable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MDM_TI_US
21S,Wood Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,21S_TI_US
27S,Nonmetallic Mineral Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,27S_TI_US
31S,Primary Metals,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,31S_TI_US
31A,Iron and Steel Mills and Ferroalloy and Steel Product Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,31A_TI_US
ANM,Aluminum and Nonferrous Metal Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,ANM_TI_US
31C,Ferrous Metal Foundries,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,31C_TI_US
32S,Fabricated Metal Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,32S_TI_US
33S,Machinery,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33S_TI_US
33A,Farm Machinery and Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33A_TI_US
33C,Construction Machinery Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33C_TI_US
33D,"Mining, Oil, and Gas Field Machinery Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33D_TI_US
33E,Industrial Machinery Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33E_TI_US
33G,Photographic Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33G_TI_US
33H,"Ventilation, Heating, Air-conditioning, and Refrigeration Equipment Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33H_TI_US
33I,Metalworking Machinery Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33I_TI_US
TGP,"Turbines, Generators, and Other Power Transmission Equipment",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,TGP_TI_US
33M,Material Handling Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,33M_TI_US
34S,Computer and Electronic Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34S_TI_US
34A,Electronic Computer Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34A_TI_US
34B,Computer Storage Device Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34B_TI_US
34C,Other Computer Peripheral Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34C_TI_US
34D,"Communications Equipment Manufacturing, Nondefense",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34D_TI_US
34E,"Communications Equipment Manufacturing, Defense",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34E_TI_US
34F,Audio and Video Equipment,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34F_TI_US
34H,Other Electronic Component Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34H_TI_US
34I,"Search and Navigation Equipment, Nondefense",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34I_TI_US
34J,"Search and Navigation Equipment, Defense",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34J_TI_US
34K,"Electromedical, Measuring, and Control Instrument Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34K_TI_US
35S,"Electrical Equipment, Appliances and Components",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,35S_TI_US
35A,Electric Lighting Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,35A_TI_US
35B,Household Appliance Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,35B_TI_US
35C,Electrical Equipment Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,35C_TI_US
35D,Battery Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,35D_TI_US
36S,Transportation Equipment,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,36S_TI_US
36A,Automobile Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,36A_TI_US
36B,Light Truck and Utility Vehicle Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,36B_TI_US
36C,Heavy Duty Truck Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,36C_TI_US
BTP,"Motor Vehicle Bodies, Trailers, and Parts",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,BTP_TI_US
NAP,Nondefense Aircraft and Parts,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,NAP_TI_US
DAP,Defense Aircraft and Parts,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,DAP_TI_US
36Z,Ships and Boats,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,36Z_TI_US
37S,Furniture and Related Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,37S_TI_US
39S,Miscellaneous Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,39S_TI_US
MNM,Nondurable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MNM_TI_US
11S,Food Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,11S_TI_US
11A,Grain and Oilseed Milling,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,11A_TI_US
11B,Dairy Product Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,11B_TI_US
11C,"Meat, Poultry, and Seafood Product Processing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,11C_TI_US
12S,Beverage and Tobacco Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,12S_TI_US
12A,Beverage Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,12A_TI_US
12B,Tobacco Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,12B_TI_US
13S,Textile Mills,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,13S_TI_US
14S,Textile Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,14S_TI_US
15S,Apparel,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,15S_TI_US
16S,Leather and Allied Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,16S_TI_US
22S,Paper Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,22S_TI_US
22A,"Pulp, Paper, and Paperboard Mills",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,22A_TI_US
22B,Paperboard Container Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,22B_TI_US
23S,Printing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,23S_TI_US
24S,Petroleum and Coal Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,24S_TI_US
24A,Petroleum Refineries,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,24A_TI_US
25S,Chemical Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,25S_TI_US
25A,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,25A_TI_US
25B,Pharmaceutical and Medicine Manufacturing,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,25B_TI_US
25C,"Paint, Coating, and Adhesive, Manufacturing",0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,25C_TI_US
26S,Plastics and Rubber Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,26S_TI_US
CMS,Construction Materials and Supplies,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,CMS_TI_US
ITI,Information Technology Industries,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,ITI_TI_US
CRP,Computers and Related Products,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,CRP_TI_US
MVP,Motor Vehicles and Parts,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,MVP_TI_US
TCG,Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,TCG_TI_US
NDE,Nondefense Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,NDE_TI_US
NXA,Nondefense Capital Goods Excluding Aircraft,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,NXA_TI_US
DEF,Defense Capital Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,DEF_TI_US
COG,Consumer Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,COG_TI_US
CDG,Consumer Durable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,CDG_TI_US
CNG,Consumer Nondurable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,CNG_TI_US
DXT,Durable Goods Excluding Transportation,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,DXT_TI_US
DXD,Durable Goods Excluding Defense,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,DXD_TI_US
34X,Communication Equipment,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,34X_TI_US
ODG,Other Durable Goods,0,TI,Total Inventories,  Millions of Dollars,,,,US,U.S. Total,0,"Manufacturers' Shipments, Inventories, and Orders",TI,ODG_TI_US
MTM,Total Manufacturing,0,MI,Materials and Supplies Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MI,MTM_MI_US_adj
MDM,Durable Goods,0,MI,Materials and Supplies Inventories,  Millions of Dollars,,,,US,U.S. Total,1,"Manufacturers' Shipments, Inventories, and Orders",MI,MDM_MI_US_adj
